date,latitude,longitude,descr_cat_veh,descr_agglo,descr_lum,age,descr_dispo_secu,descr_grav,descr_type_col
12,48.825,2.125,21,2,1,76.0,14,1,2
41,45.4333,4.4,7,2,2,67.0,11,2,3
49,49.3667,6.16667,21,2,1,51.0,14,2,6
30,47.85,3.96667,21,2,4,34.0,14,3,2
10,43.8333,4.35,21,2,1,60.0,14,1,1
18,48.6,-1.45,21,1,3,47.0,14,3,8
26,49.4333,1.08333,21,1,1,48.0,14,1,4
41,47.4,-2.3,25,1,1,96.0,14,4,3
42,44.9833,5.76667,7,1,1,38.0,11,4,8
32,43.3,-0.366667,21,2,1,49.0,14,1,4
30,43.6,1.43333,21,2,1,60.0,14,1,1
49,47.8333,-3.16667,4,2,2,26.0,5,3,1
30,43.7333,4.2,5,2,1,44.0,11,3,1
44,48.8362,0.913889,21,2,2,55.0,15,4,2
21,48.7333,1.36667,21,2,1,74.0,14,1,6
21,44.8333,4.9,21,1,1,34.0,14,3,3
30,48.3833,0.866667,23,1,1,38.0,14,1,6
10,48.8167,1.95,21,1,3,37.0,14,1,1
51,47.2833,1.33333,21,1,1,71.0,14,3,3
22,47.2167,2.18333,21,1,1,53.0,14,2,7
15,48.7667,2.03333,21,1,2,39.0,14,1,2
18,48.0833,-3.56667,21,1,1,49.0,14,1,3
26,47.1,5.88333,21,1,1,33.0,14,3,2
7,48.9,6.06667,14,2,2,36.0,11,3,2
50,49.8833,2.35,21,2,1,74.0,14,1,1
9,42.4983,2.03472,4,2,1,34.0,5,3,3
24,49.1333,6.16667,21,2,1,76.0,14,1,8
43,49.1167,0.85,21,1,3,59.0,14,3,4
12,43.6,3.88333,21,1,2,33.0,14,1,1
24,48.4833,-2.78333,21,1,4,34.0,14,2,8
22,48.5833,7.75,21,2,1,83.0,14,2,1
16,47.4,-0.55,13,1,3,48.0,11,3,8
21,43.1167,5.93333,15,2,1,58.0,11,2,1
7,44.3167,2.53333,10,1,3,85.0,14,4,1
19,43.3167,1.53333,21,2,1,45.0,14,4,3
52,43.9667,4.68333,21,1,3,78.0,14,1,2
42,50.1833,3.83333,21,2,1,76.0,14,1,7
21,48.85,-0.55,21,1,1,41.0,14,2,3
28,50.7,3.16667,21,1,1,39.0,8,1,4
9,48.0667,3.81667,21,1,3,51.0,14,2,8
37,43.9,-0.3,17,1,1,67.0,14,1,1
17,45.7,-0.333333,7,2,1,44.0,11,3,1
32,47.6667,1.51667,7,1,3,40.0,11,4,2
5,43.6667,3.85,21,2,3,39.0,14,1,8
31,45.4333,4.4,24,2,1,57.0,14,1,1
16,47.7333,-3.43333,21,1,2,33.0,14,2,2
18,49.36,0.075277,13,2,1,61.0,11,2,8
14,49.8667,2.25,21,1,1,82.0,14,2,3
47,47.3,6.01667,21,1,3,51.0,14,4,3
46,47.2167,-1.65,21,2,1,39.0,8,2,2
7,48.5167,2.21667,21,1,1,79.0,14,4,1
47,48.6667,2.35,21,1,3,37.0,14,2,8
15,45.7833,3.08333,21,2,5,46.0,14,2,2
22,46.3,4.83333,21,2,2,34.0,14,4,2
49,48.7,2.18333,21,1,1,82.0,14,1,1
44,48.6833,6.15,21,2,2,71.0,14,1,7
31,49.3,1.01667,1,2,1,54.0,1,1,1
18,43.6,1.43333,21,1,1,85.0,14,2,2
30,41.8714,8.96362,13,1,1,30.0,11,4,3
18,45.2333,1.58333,21,1,1,37.0,15,4,2
13,45.7667,4.88333,21,2,1,58.0,14,1,2
23,47.75,-3.36667,4,2,1,31.0,1,2,1
36,50.5,2.88333,4,2,1,59.0,1,3,1
29,48.7,2.5,21,2,2,36.0,14,1,1
44,46.8,4.43333,21,2,1,64.0,14,2,2
33,47.75,7.33333,21,2,1,93.0,8,1,7
19,47.9333,1.95,21,2,2,33.0,14,4,2
4,48.6833,-0.066667,21,1,1,70.0,14,4,8
45,46.5833,0.333333,21,2,2,62.0,14,2,1
3,49.0167,0.983333,23,1,3,39.0,14,2,8
31,44.0667,4.73333,21,2,1,54.0,15,4,2
28,47.75,0.2,21,1,1,83.0,14,2,1
24,48.9333,1.73333,21,1,1,35.0,14,2,2
17,44.6343,-1.13704,7,1,1,45.0,11,4,1
7,43.9167,4.41667,21,2,1,36.0,14,3,2
36,48.6167,4.9,21,1,3,37.0,14,1,4
40,45.4667,4.5,21,2,2,36.0,2,4,2
12,45.5667,5.48333,8,1,1,57.0,11,4,8
10,48.7,2.3,21,2,1,40.0,14,1,1
40,50.6667,1.88333,7,2,3,38.0,11,4,8
36,50.6333,3.06667,21,2,2,45.0,14,1,2
11,48.9833,2.2,21,2,1,50.0,14,2,1
27,48.9333,6.1,21,1,1,46.0,14,2,7
4,49.1333,6.16667,23,2,1,40.0,14,1,6
29,46.1667,-1.15,4,2,1,56.0,1,2,3
23,44.7667,4.85,5,2,1,33.0,11,3,2
32,48.35,0.35,21,1,1,74.0,14,4,3
7,50.75,3.11667,21,1,3,54.0,14,2,2
42,43.6,1.43333,21,1,2,40.0,14,2,2
7,49.35,6.0,9,1,1,47.0,8,2,4
3,47.9167,1.81667,21,2,1,40.0,14,1,1
23,50.4333,2.93333,21,1,1,44.0,14,2,1
21,49.1833,2.41667,21,2,3,77.0,14,2,3
17,43.6,3.88333,21,2,1,36.0,14,1,4
42,45.4995,4.24,7,1,1,42.0,11,4,8
28,47.35,0.666667,21,2,1,43.0,14,2,2
6,44.0667,-1.06667,21,1,1,70.0,14,4,6
11,48.8667,4.73333,7,1,1,61.0,11,3,8
26,48.1667,2.25,21,2,1,38.0,14,1,1
41,48.0,-3.43333,21,1,1,91.0,14,1,1
19,47.0667,4.81667,5,1,1,57.0,11,3,3
26,43.7833,-0.933333,23,1,1,60.0,14,2,2
16,45.4333,4.4,7,2,1,42.0,11,2,1
22,46.95,5.88333,21,1,1,45.0,14,4,1
33,50.4667,3.23333,21,2,4,39.0,15,3,2
39,43.4,3.68333,21,2,2,65.0,14,1,1
14,45.1667,5.71667,24,2,1,54.0,14,1,2
40,48.5833,-3.83333,4,2,1,53.0,10,2,3
24,47.2333,5.78333,21,1,3,39.0,15,4,8
12,48.7167,2.13333,7,2,1,55.0,11,4,3
18,43.3,6.08333,7,1,1,41.0,11,4,8
3,47.4,-0.55,21,1,3,38.0,14,3,3
18,48.9833,1.71667,21,2,4,57.0,14,2,4
17,50.7,3.16667,21,1,1,39.0,8,2,1
27,43.45,1.83333,21,1,1,64.0,14,2,1
49,48.6,-2.03333,17,1,3,27.0,14,4,1
3,48.6333,4.95,4,1,3,44.0,14,1,4
31,46.1833,-1.01667,7,1,1,38.0,11,4,8
47,47.8,-1.53333,21,1,4,34.0,14,4,8
24,47.3167,2.25,21,1,1,88.0,14,4,8
35,48.1667,-2.75,21,1,1,51.0,14,3,1
22,43.0934,5.83945,21,1,1,68.0,14,1,4
42,43.5667,3.9,21,1,2,36.0,8,4,8
19,48.6833,1.98333,7,1,1,43.0,11,3,4
32,48.75,7.51667,3,1,3,79.0,14,4,2
18,49.65,-1.65,21,2,1,65.0,14,1,7
50,49.0167,2.25,21,2,2,81.0,14,1,2
24,43.8333,4.35,21,2,1,57.0,14,3,7
48,44.7667,-0.55,21,1,4,58.0,14,2,7
33,43.1333,0.666667,21,1,1,89.0,14,4,3
38,48.7167,1.4,23,1,1,35.0,14,2,8
47,48.8667,7.48333,21,2,2,60.0,14,1,2
33,43.4884,1.57111,21,1,3,42.0,8,4,2
50,48.5833,7.75,21,1,1,53.0,14,2,1
25,44.1,4.66667,21,1,4,56.0,8,3,1
34,49.3667,6.16667,21,2,1,65.0,14,1,2
32,43.3167,1.53333,21,1,3,49.0,15,4,3
5,45.7333,-0.95,21,1,1,54.0,14,4,3
27,47.8,1.03333,21,1,1,49.0,14,2,6
26,48.0833,-1.68333,5,2,1,34.0,11,1,4
50,43.6667,1.48333,21,2,2,49.0,15,4,2
39,47.4167,4.9,7,1,1,43.0,11,4,2
25,49.8667,2.35,21,2,1,54.0,14,1,7
37,45.7833,3.08333,7,2,1,42.0,11,3,2
2,43.4333,0.583333,21,1,1,51.0,14,2,3
24,47.75,1.08333,21,1,1,78.0,14,4,3
25,49.4333,1.03333,8,2,1,67.0,11,2,1
52,48.9583,4.36667,21,2,2,96.0,14,1,6
41,46.5833,0.333333,7,2,1,33.0,11,4,2
15,45.2833,5.55,17,1,1,48.0,14,4,6
50,50.4333,2.83333,9,2,1,39.0,14,1,2
1,44.4,0.6,21,2,1,36.0,14,2,2
22,46.5833,0.333333,13,2,1,39.0,11,1,1
16,49.15,6.15,21,2,2,39.0,8,2,1
13,48.55,3.78333,21,2,2,52.0,14,2,1
7,47.05,3.35,21,1,3,62.0,15,4,2
22,50.1667,2.3,21,1,1,74.0,14,4,3
40,43.6,3.88333,21,2,1,78.0,14,1,6
21,48.5833,7.75,23,1,1,45.0,14,2,6
34,43.1167,5.93333,8,2,4,34.0,11,3,1
2,47.4167,4.9,21,1,4,47.0,14,2,3
40,45.1167,4.81667,21,1,1,82.0,14,3,3
26,43.8833,-0.516667,21,2,2,48.0,14,2,8
16,48.8589,2.9075,21,2,1,40.0,14,4,2
25,45.85,6.2,21,1,1,35.0,14,1,1
14,46.2167,-0.133333,21,2,1,35.0,14,1,3
37,48.6833,6.15,7,1,4,33.0,11,4,2
41,44.5667,-0.15,13,2,4,33.0,11,2,1
14,42.6833,2.88333,7,2,1,65.0,11,2,1
33,47.8667,-0.283333,8,1,1,32.0,11,3,3
28,50.25,3.93333,21,2,5,60.0,14,3,2
23,43.6167,1.35,5,2,1,35.0,11,4,1
23,48.45,2.2,23,1,3,58.0,14,3,3
5,47.3833,0.683333,21,2,1,103.0,15,4,8
24,46.0333,2.81667,21,1,3,37.0,14,3,2
43,43.4833,-1.48333,23,2,1,59.0,14,1,4
28,48.85,-1.55,13,1,1,31.0,11,3,1
20,44.45,4.71667,21,1,1,51.0,14,4,2
19,45.6667,5.35,21,1,1,62.0,14,3,4
30,45.4333,4.4,23,2,1,39.0,14,1,1
22,50.8333,2.55,13,1,1,59.0,11,3,3
20,48.8,2.13333,15,2,1,31.0,11,1,2
29,43.1167,5.93333,4,2,2,47.0,4,4,2
38,47.9167,1.08333,21,1,1,37.0,14,1,1
12,44.0667,1.51667,21,1,1,66.0,14,4,2
41,43.4778,0.343056,21,1,1,77.0,14,2,3
18,48.6833,6.15,21,2,1,77.0,14,1,7
20,43.3667,-1.4,21,1,1,64.0,14,2,7
45,48.8333,2.66667,21,1,1,38.0,14,2,2
9,43.6,3.88333,21,2,1,39.0,14,2,1
34,46.15,6.3,21,1,1,84.0,15,4,2
35,48.7833,1.6,7,2,1,53.0,11,2,1
42,48.4667,7.71667,4,2,1,91.0,5,3,1
23,50.7167,1.63333,5,2,1,30.0,11,3,3
17,47.2667,-0.083333,21,2,1,89.0,14,1,2
25,48.7,1.33333,21,1,3,46.0,15,4,2
50,48.65,2.41667,21,2,1,57.0,14,1,1
39,48.15,0.2,17,1,1,48.0,15,4,2
42,46.1667,-1.15,8,2,1,43.0,11,2,1
17,48.6833,6.15,21,2,1,60.0,14,1,7
21,50.6333,3.06667,21,2,1,21.0,14,2,1
4,43.8167,4.46667,4,1,1,88.0,11,3,3
8,50.3833,3.53333,21,2,1,77.0,14,1,1
44,48.6,2.48333,21,1,2,39.0,14,2,1
12,48.75,1.95,21,2,2,57.0,14,1,3
20,45.3167,5.91667,21,2,1,55.0,14,1,4
21,47.2833,0.783333,7,1,1,39.0,11,4,1
14,48.6833,6.15,21,2,1,69.0,14,2,4
32,49.6333,2.3,15,2,1,62.0,11,3,2
40,43.4167,6.43333,5,1,1,33.0,11,3,3
39,46.0367,4.06889,21,2,1,93.0,14,2,2
40,49.35,5.63333,21,1,4,58.0,14,3,6
39,44.85,0.566667,5,2,2,46.0,11,4,2
41,48.7667,-0.066667,21,1,1,60.0,14,4,6
39,47.3167,5.01667,4,2,1,60.0,5,2,1
39,49.2333,-0.25,4,1,1,59.0,11,3,1
14,43.9833,0.016667,21,1,3,51.0,14,4,2
37,49.1167,5.6,21,1,4,33.0,14,4,8
15,42.2639,9.47306,21,1,1,68.0,14,1,1
37,50.6333,3.06667,21,2,1,96.0,14,2,2
11,44.2,-1.23333,7,2,2,46.0,11,3,2
41,48.1667,3.8,21,1,2,49.0,14,2,3
25,43.6,3.88333,21,2,1,46.0,14,2,1
27,48.6167,-1.3,23,1,1,37.0,14,3,2
16,48.9333,2.05,21,2,1,75.0,14,1,3
46,48.8667,2.75,5,1,1,46.0,11,4,8
50,45.25,0.683333,13,1,3,32.0,11,3,2
35,50.6667,3.15,21,1,1,34.0,8,1,2
1,43.3833,-1.3,7,1,3,40.0,11,4,2
38,47.2333,2.41667,21,1,1,63.0,14,4,3
3,45.85,6.2,21,1,1,96.0,14,4,2
38,48.75,-3.26667,21,2,1,70.0,14,4,2
13,45.7833,3.08333,21,2,1,51.0,8,2,2
50,48.15,-1.68333,21,2,2,37.0,8,2,8
36,44.9667,4.95,8,1,1,54.0,11,4,3
28,47.2167,-1.55,15,2,1,57.0,11,3,1
2,45.1,3.48333,21,2,2,82.0,14,3,1
33,48.6833,6.15,21,1,1,55.0,14,2,2
12,46.6667,-1.43333,15,2,1,92.0,11,3,1
20,48.7,2.5,21,1,1,43.0,14,2,1
23,49.0167,1.15,7,2,1,50.0,11,3,1
28,48.4667,1.48333,10,1,1,68.0,14,2,3
43,48.6667,0.7,21,1,3,49.0,14,4,8
25,45.4333,4.4,21,2,1,40.0,14,1,1
22,45.75,-0.633333,21,1,1,55.0,14,1,7
3,49.3667,6.18333,21,2,1,75.0,14,2,4
33,48.5833,7.75,21,1,1,45.0,14,1,6
47,48.6,2.48333,7,1,2,78.0,11,2,8
38,44.0667,-1.06667,21,1,1,43.0,15,4,8
22,48.0667,-1.26667,21,1,1,42.0,14,3,1
45,44.2833,0.766667,21,1,4,90.0,14,4,3
11,45.7333,4.8,25,2,2,38.0,14,2,8
27,46.9833,3.16667,5,2,2,31.0,11,2,2
14,49.6,2.05,13,1,1,65.0,5,4,8
50,46.2,3.8,21,1,3,50.0,14,4,3
21,48.0833,-1.68333,21,1,3,38.0,14,3,2
53,48.5,2.8,21,1,3,70.0,14,1,6
38,44.125,3.75833,21,2,2,43.0,14,2,6
41,49.4333,1.08333,13,2,1,30.0,11,3,3
26,48.9833,2.45,21,2,1,67.0,14,3,6
43,43.1833,5.71667,21,2,1,69.0,14,1,1
37,49.15,4.08333,21,1,1,37.0,14,3,3
48,49.55,2.9,7,1,3,50.0,11,4,4
16,46.6167,-1.25,7,1,1,54.0,11,4,3
33,43.9667,3.85,23,2,1,71.0,14,1,3
20,48.45,2.76667,21,1,1,37.0,14,1,1
4,43.1167,2.3,21,1,1,33.0,14,3,2
18,48.7667,2.03333,21,2,1,69.0,14,1,7
46,43.3,-0.366667,21,2,2,19.0,14,2,4
31,46.4333,0.866667,21,2,1,98.0,14,1,2
35,48.9333,1.73333,21,1,1,53.0,14,2,1
51,45.7667,4.88333,21,1,1,40.0,14,2,8
27,48.5833,7.75,3,2,1,27.0,14,2,1
15,50.8833,2.53333,8,1,1,72.0,11,2,2
53,43.3333,5.98333,21,1,1,48.0,14,3,1
17,45.7833,3.08333,21,2,1,77.0,14,1,2
17,48.6833,6.21667,21,1,1,56.0,14,1,7
22,51.0167,2.28333,21,2,1,50.0,14,1,1
23,49.3667,0.7,21,1,1,81.0,15,4,2
8,51.05,2.36667,4,2,2,35.0,1,2,4
16,43.6167,4.01667,7,1,1,61.0,11,4,3
14,49.6,1.25,21,1,1,42.0,15,4,8
45,46.3,6.45,21,1,3,65.0,14,4,2
38,44.5667,4.75,21,1,1,57.0,14,4,1
23,44.4,2.83333,21,1,1,33.0,14,3,1
48,45.7667,2.76667,21,1,1,65.0,14,1,3
27,43.6167,1.35,21,1,1,54.0,14,2,7
21,49.2667,-0.45,4,2,1,71.0,11,4,3
12,50.7,3.16667,21,1,1,65.0,8,3,1
8,43.4667,5.25,4,1,1,66.0,11,2,1
2,48.95,1.65,21,1,1,59.0,14,4,2
13,46.6667,-1.43333,21,2,1,47.0,14,1,6
18,43.9833,4.9,21,1,1,103.0,8,3,4
14,49.1333,6.16667,23,2,1,75.0,14,1,1
34,44.4,2.11667,21,1,1,93.0,15,3,3
26,45.6333,-1.08333,21,2,1,62.0,14,1,4
33,44.0167,1.35,21,1,3,70.0,15,4,2
41,46.85,6.33333,4,1,1,100.0,5,4,1
22,47.3167,5.31667,21,1,3,43.0,14,4,3
34,48.0,-1.85,13,1,4,36.0,11,4,1
6,45.4333,4.4,21,2,1,36.0,14,1,1
53,43.8333,4.35,24,2,1,50.0,8,1,8
50,47.35,0.55,21,1,3,32.0,14,4,6
36,45.6,2.68333,23,1,1,61.0,14,4,3
39,45.7833,3.08333,21,2,4,43.0,14,2,8
32,44.4083,-0.825,2,1,3,62.0,8,1,2
45,49.5167,-1.81667,21,1,3,73.0,14,3,3
49,48.5833,7.75,21,2,4,53.0,8,1,1
47,46.6667,-0.083333,21,1,3,91.0,14,3,6
9,47.6667,-2.75,13,2,1,30.0,11,1,2
29,48.0833,-3.56667,21,1,3,33.0,14,2,2
15,49.2,2.58333,21,1,3,35.0,8,4,3
36,44.0833,4.08333,21,2,1,35.0,8,1,2
12,50.4333,2.86667,21,2,1,57.0,14,1,4
15,46.5333,0.5,21,1,3,60.0,14,4,2
24,49.1,2.48333,21,2,1,52.0,14,3,4
37,47.8667,-0.1,21,1,1,73.0,14,3,3
42,46.3167,-0.466667,5,2,1,30.0,11,2,1
51,43.6,1.43333,5,2,2,45.0,11,1,2
4,50.35,3.53333,7,2,1,40.0,11,3,1
37,48.75,1.91667,23,2,1,58.0,8,1,1
37,43.1833,5.71667,3,2,2,60.0,15,4,2
53,48.9167,2.15,8,2,4,41.0,11,2,1
18,47.6667,-2.75,13,2,1,51.0,11,3,2
29,47.4,0.666667,21,2,1,21.0,14,2,3
5,49.0167,-0.75,2,1,4,29.0,15,1,1
12,48.1833,6.45,7,1,1,58.0,11,3,1
1,48.6,-0.65,21,1,1,68.0,14,3,6
13,46.0,3.5,21,2,3,44.0,15,4,8
14,47.8667,-0.1,8,2,1,32.0,5,4,8
12,45.05,5.05,21,2,1,45.0,14,1,4
33,47.9167,5.43333,4,2,1,83.0,11,2,3
36,48.8,2.18333,7,1,1,34.0,11,3,6
15,46.9667,-0.216667,5,2,1,59.0,11,2,8
35,45.6833,1.0,21,1,1,70.0,14,1,1
39,44.8167,0.983333,21,1,1,64.0,14,2,1
13,43.9333,-0.366667,21,1,1,63.0,15,4,2
29,48.5833,7.75,13,2,1,48.0,11,2,2
5,43.7667,-0.033333,21,1,1,83.0,14,2,3
36,44.9167,-0.233333,21,2,1,71.0,14,2,4
15,48.7,6.23333,21,2,1,50.0,14,1,7
30,42.6581,9.41445,21,2,1,46.0,14,2,4
39,48.7667,1.66667,21,1,1,40.0,14,4,2
28,47.1,2.35,21,1,1,91.0,8,3,4
5,43.45,6.43333,7,1,5,58.0,11,2,4
14,49.545,2.94639,9,2,1,60.0,14,1,4
9,48.1833,6.45,1,2,2,61.0,14,1,3
6,48.0833,-1.68333,13,2,2,41.0,11,2,1
19,49.1833,2.05,7,2,2,41.0,11,4,2
27,48.6833,5.9,21,2,1,32.0,14,2,4
21,48.7,2.3,21,1,1,70.0,14,2,7
30,43.5833,6.26667,7,1,1,60.0,11,4,1
35,49.0667,2.56667,21,1,1,63.0,14,1,4
47,50.4167,2.76667,13,2,1,33.0,11,2,1
23,43.6667,-0.9,21,1,3,47.0,14,4,2
26,43.6,1.43333,21,2,1,34.0,14,1,1
2,49.4333,1.08333,13,2,1,31.0,4,2,1
52,48.6333,2.23333,21,1,3,56.0,14,1,7
22,47.6167,1.23333,21,1,3,60.0,14,2,8
34,50.9333,1.75,21,1,1,60.0,14,1,2
39,45.8214,4.89833,7,1,1,69.0,11,2,1
17,49.3667,3.9,21,1,3,37.0,14,1,6
9,48.3667,4.48333,7,2,1,69.0,11,3,4
12,48.7167,2.13333,21,2,1,44.0,14,1,3
31,45.6333,-1.03333,21,2,1,58.0,14,1,1
8,43.3,-0.366667,13,2,5,31.0,11,3,1
11,43.8667,4.2,21,1,1,48.0,14,2,6
7,48.6833,6.2,3,2,1,47.0,14,1,1
43,47.4167,-0.516667,21,1,1,34.0,14,2,1
16,43.3573,3.12,21,1,1,52.0,14,1,8
26,49.4333,1.08333,21,2,2,39.0,14,1,2
42,48.5833,7.75,5,2,2,34.0,11,2,2
31,45.6667,4.95,17,1,1,44.0,14,2,7
53,46.6667,-1.43333,21,2,1,47.0,14,1,3
37,45.2592,-0.771944,21,2,4,93.0,14,3,2
40,48.65,2.9,7,1,1,46.0,11,4,4
17,48.1,4.61667,21,2,2,32.0,14,3,2
31,46.0367,4.06889,21,2,1,94.0,14,1,2
35,44.8333,-0.633333,21,1,2,17.0,12,1,1
27,46.6333,4.45,7,2,1,42.0,11,3,4
45,48.7,2.18333,21,1,4,40.0,14,1,2
17,49.7,2.83333,21,1,4,34.0,14,1,1
35,43.55,5.25,21,1,1,48.0,14,3,7
34,45.6917,4.93333,5,2,1,32.0,4,2,1
3,45.6333,-1.03333,5,2,1,66.0,11,2,8
27,48.4833,-2.78333,21,1,1,60.0,14,2,8
51,48.45,-2.75,21,1,3,65.0,14,3,3
27,48.65,2.41667,7,1,3,42.0,11,2,6
13,47.3167,5.01667,21,2,1,34.0,14,2,1
22,43.9167,3.73333,21,2,4,92.0,14,1,3
20,43.1167,5.93333,21,2,1,40.0,8,1,1
48,45.6333,4.45,21,1,2,33.0,14,3,1
46,44.9333,1.23333,23,1,1,84.0,14,4,2
22,45.2,5.73333,13,2,1,36.0,11,2,4
49,45.9,3.21667,21,1,3,67.0,15,4,2
47,43.6,3.88333,15,2,2,45.0,11,4,8
1,47.2833,5.96667,21,2,2,56.0,14,1,1
46,48.3667,7.45,21,1,3,49.0,14,3,6
36,47.9167,-3.33333,21,1,3,43.0,8,4,8
26,47.2667,-1.78333,21,1,1,65.0,14,1,1
29,43.5833,-0.516667,7,1,4,34.0,11,3,1
29,45.4333,4.4,21,2,1,51.0,14,2,1
24,46.5833,0.333333,23,2,1,46.0,14,1,4
31,48.0833,-1.68333,5,2,1,35.0,11,1,1
12,49.2167,4.05,21,2,2,35.0,14,3,2
9,49.2833,1.0,5,2,2,36.0,11,3,2
10,48.6833,6.2,21,2,2,62.0,14,2,4
8,49.6509,2.04917,23,2,1,54.0,14,1,4
22,47.2167,-1.55,21,2,1,38.0,1,1,2
38,47.4,0.666667,21,2,2,40.0,14,3,2
42,43.4,5.93333,23,1,3,53.0,14,1,7
24,43.25,-0.166667,21,1,1,35.0,14,2,2
37,45.4833,5.58333,21,1,3,44.0,15,4,2
27,43.3667,2.16667,21,1,4,32.0,14,1,2
28,46.7,4.96667,21,1,1,55.0,8,3,2
49,47.1333,-2.21667,23,1,3,92.0,14,3,1
13,44.8,-0.616667,21,1,2,36.0,8,4,2
35,49.4167,2.83333,21,2,1,43.0,14,3,1
21,49.9701,2.20556,21,1,3,63.0,15,4,2
50,47.9167,1.9,23,2,1,60.0,14,2,1
53,48.65,6.2,21,2,1,84.0,14,2,1
34,45.7667,4.88333,21,2,1,50.0,14,2,1
30,45.2833,4.25,21,1,1,44.0,14,3,8
43,48.3167,3.83333,21,1,1,39.0,14,3,6
50,49.1,0.616667,21,2,1,32.0,14,1,1
20,46.9833,2.25,21,2,1,65.0,14,4,3
34,43.1167,5.93333,21,2,1,101.0,8,1,2
21,46.1833,6.23333,14,2,1,38.0,11,4,6
41,49.1667,-0.316667,21,1,2,77.0,14,3,3
24,48.1833,2.31667,21,1,1,97.0,14,3,3
40,47.5667,-1.63333,7,1,3,40.0,11,4,2
11,49.2833,1.0,23,2,2,39.0,14,1,1
9,43.55,1.46667,1,2,2,59.0,14,2,3
31,49.1167,-1.08333,21,1,1,34.0,14,3,3
40,50.4833,2.96667,21,2,1,36.0,14,2,3
22,48.0167,7.38333,21,1,3,66.0,14,4,1
20,48.7833,2.0,21,1,1,37.0,14,3,6
13,48.9167,1.98333,17,1,4,47.0,14,3,1
33,47.5833,7.56667,21,2,1,46.0,14,3,1
37,48.8167,3.08333,23,2,1,37.0,14,1,2
39,48.95,2.18333,21,2,1,42.0,14,1,4
22,48.4833,4.76667,23,1,1,36.0,14,1,1
25,47.8667,-0.1,7,1,1,43.0,11,3,6
22,42.312,8.68251,21,1,1,64.0,14,3,3
25,46.5833,0.333333,21,2,1,39.0,14,2,1
19,48.0833,-1.68333,7,2,1,39.0,11,3,8
34,50.7,3.16667,21,1,2,43.0,8,2,1
33,46.1,6.68333,21,1,1,106.0,14,4,8
3,49.55,0.116667,21,1,1,91.0,14,3,2
34,45.6167,5.5,21,1,1,72.0,14,1,1
14,47.2167,2.08333,8,2,1,61.0,11,3,1
37,44.85,0.033333,21,1,1,64.0,14,4,3
29,46.7333,2.48333,13,1,1,62.0,11,3,2
45,43.2333,3.06667,21,2,1,86.0,8,4,1
24,47.1333,-1.75,21,1,1,46.0,14,4,3
38,44.0333,4.48333,21,1,1,87.0,14,4,1
9,48.0833,-1.68333,7,2,1,41.0,11,2,1
45,50.7,3.16667,21,1,2,46.0,8,2,1
39,43.4167,3.23333,21,1,1,79.0,14,3,3
45,47.15,0.133333,21,2,3,36.0,14,3,3
52,48.0667,4.46667,21,1,4,37.0,14,4,8
8,48.2333,-3.96667,21,2,2,77.0,14,3,1
1,44.5667,4.75,21,1,1,67.0,15,3,8
13,48.57,3.96834,7,1,1,53.0,11,3,6
42,50.6603,3.04389,5,2,2,33.0,11,2,1
14,47.2667,-0.083333,21,2,1,91.0,8,1,2
31,48.1333,3.28333,21,1,1,38.0,15,3,2
4,43.6167,1.35,4,2,2,65.0,5,2,1
28,42.5833,2.83333,21,1,1,59.0,14,1,6
6,48.6167,2.0,21,1,4,62.0,14,1,2
33,43.2167,6.61667,23,1,1,64.0,14,1,1
18,43.8333,4.35,7,2,1,39.0,11,4,1
23,45.05,5.05,13,2,1,29.0,11,3,1
38,43.5667,-1.43333,21,1,1,47.0,14,4,6
44,43.8333,4.35,21,2,2,54.0,14,2,4
12,49.8037,0.528333,7,1,1,35.0,11,4,1
7,49.7333,1.7,21,1,3,46.0,14,3,3
27,50.6,3.1,21,1,1,33.0,14,2,8
26,43.6984,1.22583,21,1,1,93.0,14,4,3
11,43.8333,4.35,21,2,1,45.0,14,1,2
18,45.9333,-0.983333,21,2,3,58.0,14,4,3
36,49.0,1.81667,21,2,4,51.0,14,1,4
50,43.5333,-1.15,21,1,1,33.0,14,1,8
44,45.0167,0.066667,21,1,1,33.0,14,4,3
44,46.85,4.76667,21,1,1,60.0,14,3,3
11,44.0833,3.96667,21,2,1,54.0,14,1,1
12,45.7,5.83333,21,1,1,47.0,14,4,3
7,46.9667,-0.216667,21,2,1,102.0,14,1,1
19,48.5333,7.71667,21,1,1,62.0,14,1,1
29,43.3833,0.05,23,1,1,86.0,14,3,1
44,45.7333,4.8,7,1,1,46.0,11,3,8
15,48.7667,2.03333,21,2,1,78.0,8,1,1
3,42.8833,2.5,21,1,1,80.0,14,2,3
2,49.1667,4.01667,21,1,3,40.0,14,3,3
8,49.35,1.33333,7,1,1,40.0,11,4,1
12,48.55,1.6,7,1,4,41.0,14,4,4
29,48.4667,6.46667,8,2,1,31.0,11,4,1
44,43.4667,5.25,21,1,3,35.0,8,2,7
28,43.1833,5.71667,21,1,1,72.0,14,1,1
50,48.65,-2.01667,13,2,2,52.0,11,3,1
42,48.7,2.3,21,2,1,59.0,15,1,2
36,47.2167,-1.55,21,1,1,71.0,14,1,2
41,50.3667,2.81667,21,2,1,64.0,14,1,2
52,45.55,5.96667,21,1,2,34.0,14,4,4
25,48.1167,3.06667,21,1,3,50.0,15,4,2
45,49.2333,2.13333,21,1,1,66.0,14,4,3
